bill_number,bill_name,year,type,category,ministry,introduced_in,introduced_by,introduced_date,passed_ls_date,passed_rs_date,assented_date,status,committee_referred,committee_report_date,act_no,act_year,introduced_file,report_file,gazette_file 
XXV,"The General Clauses (Amendment) Bill, 2024.",2024,Private Member,Ordinary Bill,LAW AND JUSTICE,Rajya Sabha,John Brittas Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/14-GeneralClauses-E731202483426PM.pdf?source=legislation,,
XXIV,"The Constitution (Amendment) Bill, 2024 (amendment of article 164).",2024,Private Member,Constitutional Amendment Bill,HOME AFFAIRS,Rajya Sabha,A. A. Rahim Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/6-Consti-art164-Rahim-E731202482829PM.pdf?source=legislation,,
XXIII,"The Constitution (Amendment) Bill, 2024 (substitution of article 3).",2024,Private Member,Constitutional Amendment Bill,HOME AFFAIRS,Rajya Sabha,Tiruchi Siva Shri,2024-07-26,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/11-ConstAmend-insert-E731202483130PM.pdf?source=legislation,,
XXII,"The Constitution (Amendment) Bill, 2024 (substitution of article 263 and amendment of the Seventh and Eighth Schedules)",2024,Private Member,Constitutional Amendment Bill,HOME AFFAIRS,Rajya Sabha,Sasmit Patra Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/5-Consti-8th Sch-263art-Sasmit-E731202482754PM.pdf?source=legislation,,
XXI,"The Right to Universal Basic Income Bill, 2024.",2024,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Rajya Sabha,V. Sivadasan Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/10-UBI_Sivadasan-E731202484024PM.pdf?source=legislation,,
II,"The  Hindu Marriage (Amendment) Bill, 2024",2024,Private Member,Ordinary Bill,LAW AND JUSTICE,Rajya Sabha,R. Girirajan Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/4-hindu marriage_girirajan-E731202482719PM.pdf?source=legislation,,
63,"The Constitution (Amendment) Bill, 2024 (Insertion of new article 49A)",2024,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,Dean Kuriakose Adv,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/63 of 2024 AS726202445223PM.pdf?source=legislation,,
61,"The Constitution (Amendment) Bill, 2024 (Amendment of article 81)",2024,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Shashi Tharoor Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/61 of 2024 as726202444802PM.pdf?source=legislation,,
60,"The Constitution (Amendment) Bill, 2024 (Substitution of new article for article 48A, etc.)",2024,Private Member,Ordinary Bill,ENVIRONMENT AND FORESTS,Lok Sabha,Rajiv Pratap Rudy Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/60 of 2024 AS726202445621PM.pdf?source=legislation,,
58,"The Constitution (Amendment) Bill, 2024 (Amendment of Eighth Schedule)",2024,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Ravindra Shukla Alias Ravi Kishan Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/58 of 2024 AS726202444728PM.pdf?source=legislation,,
56,"The Constitution (Amendment) Bill, 2024 (Amendment of article 43A)",2024,Private Member,Ordinary Bill,LABOUR,Lok Sabha,Dean Kuriakose Adv,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/56 of 2024 AS726202445156PM.pdf?source=legislation,,
54,"The Establishment of Schools upto Senior Secondary level Bill, 2024",2024,Private Member,Financial Bill,EDUCATION,Lok Sabha,Chandra Shekhar Adv.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/54 of 2024 As Introduced726202444938PM.pdf?source=legislation,,
53,"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2024 (Amendment of long title, etc.)",2024,Private Member,Financial Bill,RURAL DEVELOPMENT,Lok Sabha,Shafi Parambil Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/53 of 2024 As introduced726202445143PM.pdf?source=legislation,,
51,"The Airfare Regulatory Board Bill, 2024",2024,Private Member,Financial Bill,CIVIL AVIATION,Lok Sabha,Shafi Parambil Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/51 of 2024 As Introduced726202445029PM.pdf?source=legislation,,
50,"The Autism Spectrum Disorders (Recognition and Treatment) Bill, 2024.",2024,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Benny Behanan Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/50 of 2024 As Introduced726202445254PM.pdf?source=legislation,,
49,"The Central Educational Institutions (Reservation in Admission) Amendment Bill, 2024 (Amendment of sections 2 and 3).",2024,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,Nishikant Dubey Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/49 of 2024 As Introduced726202444911PM.pdf?source=legislation,,
48,"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2024 (Amendment of section 3).",2024,Private Member,Financial Bill,RURAL DEVELOPMENT,Lok Sabha,C N Annadurai Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/48 of 2024 As Introduced726202445355PM.pdf?source=legislation,,
47,"The Flood and Drought Control Bill, 2024.",2024,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Alok Kumar Suman Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/47 of 2024 As Introduced726202450043PM.pdf?source=legislation,,
46,"The Single Use Plastic (Regulation) Bill, 2024.",2024,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,Nishikant Dubey Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/46 of 2024 As Introduced726202444530PM.pdf?source=legislation,,
43,"The Artists (Social Security) Bill, 2024",2024,Private Member,Financial Bill,CULTURE,Lok Sabha,Ravindra Shukla Alias Ravi Kishan Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/43 of 2014 As Introduced726202444518PM.pdf?source=legislation,,
42,"The Advocates (Amendment) Bill, 2024 (Amendment of section 2, etc)",2024,Private Member,Financial Bill,LAW AND JUSTICE,Lok Sabha,Shrikant Eknath Shinde Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/42 of 2024 As Introduced726202445116PM.pdf?source=legislation,,
41,"The Promotion of Rational Thought Bill, 2024.",2024,Private Member,Financial Bill,EDUCATION,Lok Sabha,Benny Behanan Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/41 As Introduced726202444957PM.pdf?source=legislation,,
40,"The Greenfield Infrastructure Development Boards Bill, 2024",2024,Private Member,Financial Bill,ROAD TRANSPORT AND HIGHWAYS,Lok Sabha,Rajiv Pratap Rudy Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/40 of 2024 AS726202444843PM.pdf?source=legislation,,
39,"The Reservation for the Scheduled Castes, the Scheduled Tribes and the Other Backward Classes in Private Sector Bill, 2024",2024,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Chandra Shekhar Adv.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/39 of 2024 As Introduced726202444910PM.pdf?source=legislation,,
37,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2024 (Amendment of section 2, etc.)",2024,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,Shrikant Eknath Shinde Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/37 of 2024 As Introduced726202445238PM.pdf?source=legislation,,
36,"The Special Economic Assistance to the State of Bihar Bill, 2024.",2024,Private Member,Financial Bill,FINANCE,Lok Sabha,Alok Kumar Suman Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/36 of 2024 AS726202450539PM.pdf?source=legislation,,
34,"The Rabies Control Bill, 2024.",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Dean Kuriakose Adv,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/34 of 2024  As Introduced726202444430PM.pdf?source=legislation,,
33,"The Commission for Regulation and Development of Information Technology Industry Bill, 2024.",2024,Private Member,Financial Bill,ELECTRONICS AND INFORMATION TECHNOLOGY,Lok Sabha,C N Annadurai Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/33 of 2024  As Introduced726202445548PM.pdf?source=legislation,,
32,"The Orphan Child (Welfare and Development) Bill, 2024",2024,Private Member,Financial Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,Shrikant Eknath Shinde Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/32 of 2024 As Introduced726202445053PM.pdf?source=legislation,,
31,"The Railways (Amendment) Bill, 2024 (Insertion of new section 24A)",2024,Private Member,Financial Bill,RAILWAYS,Lok Sabha,Alok Kumar Suman Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2024 As introduced726202445212PM.pdf?source=legislation,,
30,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2024 (Amendment of the Schedule).",2024,Private Member,Financial Bill,TRIBAL AFFAIRS,Lok Sabha,C N Annadurai Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/30 of 2024  As Introduced726202445455PM.pdf?source=legislation,,
29,"The Victims of Floods caused due to heavy rains, cyclones and other reason (Rehabilitation and Welfare) Bill, 2024.",2024,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Nishikant Dubey Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/29 of 2024 As introduced726202444714PM.pdf?source=legislation,,
28,"The Traditional Fishermen (Protection and Welfare) Bill, 2024",2024,Private Member,Financial Bill,"fisheries, animal husbandry and dairying",Lok Sabha,Ravindra Shukla Alias Ravi Kishan Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/28 of 2024 As Introduced726202444648PM.pdf?source=legislation,,
27,"The High Court of Kerala (Establishment of a Permanent Bench at Thiruvananthapuram) Bill, 2024",2024,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Shashi Tharoor Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/27 of 2024 As Introduced726202445052PM.pdf?source=legislation,,
26,"The Transgender Persons (Protection of Rights) Amendment Bill, 2024 (Insertion of new sections 8A and 13A)",2024,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Shashi Tharoor Dr.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/26 of 2024 As Introduced726202445124PM.pdf?source=legislation,,
25,"The District Development and Monitoring Committee for Implementation of Central Sector and Centrally Sponsored Schemes Bill, 2024",2024,Private Member,Financial Bill,RURAL DEVELOPMENT,Lok Sabha,Rajiv Pratap Rudy Shri,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/25 of 2024 As Introduced726202445003PM.pdf?source=legislation,,
24,"The Residential Schools (for Scheduled Castes and Scheduled Tribes) Bill, 2024",2024,Private Member,Financial Bill,EDUCATION,Lok Sabha,Chandra Shekhar Adv.,2024-07-26,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/24 of 2024 AS726202444842PM.pdf?source=legislation,,
55,"THE FINANCE (NO. 2) BILL, 2024",2024,Government,Money Bill,FINANCE,Lok Sabha,,2024-07-23,2024-08-07,2024-08-08,16/08/2024,Assented,,,15,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/The Finance Bill723202421400PM.pdf?source=legislation,,
55,"THE FINANCE (NO. 2) BILL, 2024",2024,Government,Money Bill,FINANCE,Lok Sabha,,2024-07-23,2024-08-07,2024-08-08,16/08/2024,Passed,,,15,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/The Finance Bill723202421400PM.pdf?source=legislation,,
22,"The Jammu and Kashmir Appropriation (No.2) Bill, 2024",2024,Government,Money Bill,FINANCE,Lok Sabha,,2024-02-07,2024-02-07,2024-02-08,15/02/2024,Assented,,,12,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/22_2024_LS_Eng28202470630PM.pdf?source=legislation,,
21,"The Jammu and Kashmir Appropriation Bill, 2024",2024,Government,Money Bill,FINANCE,Lok Sabha,,2024-02-07,2024-02-07,2024-02-08,15/02/2024,Assented,,,11,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/21_2024_LS_Eng28202470503PM.pdf?source=legislation,,
20,"The Appropriation Bill, 2024",2024,Government,Money Bill,FINANCE,Lok Sabha,,2024-02-07,2024-02-07,2024-02-08,15/02/2024,Assented,,,10,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/20_2024_LS_Eng28202470335PM.pdf?source=legislation,,
19,"The Appropriation (Vote on Account) Bill, 2024",2024,Government,Money Bill,FINANCE,Lok Sabha,,2024-02-07,2024-02-07,2024-02-08,15/02/2024,Assented,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/19_2024_LS_Eng28202470205PM.pdf?source=legislation,,
XX,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2024",2024,Government,Financial Bill,TRIBAL AFFAIRS,Rajya Sabha,,2024-02-05,2024-02-08,2024-02-06,15/02/2024,Assented,,,7,2024,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/STorder-E25202424340PM.pdf?source=legislation,,
XX,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2024",2024,Government,Financial Bill,TRIBAL AFFAIRS,Rajya Sabha,,2024-02-05,2024-02-08,2024-02-06,15/02/2024,Passed,,,7,2024,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/STorder-E25202424340PM.pdf?source=legislation,,
XVIII,"The Water (Prevention and Control of Pollution) Amendment Bill, 2024",2024,Government,Ordinary Bill,"ENVIRONMENT, FOREST AND CLIMATE CHANGE",Rajya Sabha,,2024-02-05,2024-02-08,2024-02-06,15/02/2024,Assented,,,5,2024,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Water_Prevention-E25202424315PM.pdf?source=legislation,,
XVIII,"The Water (Prevention and Control of Pollution) Amendment Bill, 2024",2024,Government,Ordinary Bill,"ENVIRONMENT, FOREST AND CLIMATE CHANGE",Rajya Sabha,,2024-02-05,2024-02-08,2024-02-06,15/02/2024,Passed,,,5,2024,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Water_Prevention-E25202424315PM.pdf?source=legislation,,
XIX,"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2024",2024,Government,Financial Bill,TRIBAL AFFAIRS,Rajya Sabha,,2024-02-05,2024-02-08,2024-02-06,15/02/2024,Assented,,,6,2024,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/SC&ST_order-E25202424328PM.pdf?source=legislation,,
XIX,"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2024",2024,Government,Financial Bill,TRIBAL AFFAIRS,Rajya Sabha,,2024-02-05,2024-02-08,2024-02-06,15/02/2024,Passed,,,6,2024,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/SC&ST_order-E25202424328PM.pdf?source=legislation,,
18,"THE JAMMU AND KASHMIR LOCAL BODIES LAWS (AMENDMENT) BILL, 2024",2024,Government,Ordinary Bill,HOME AFFAIRS,Lok Sabha,,2024-02-05,2024-02-06,2024-02-09,12/02/2024,Assented,,,2,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/18_2024_LS_E252024124932PM.pdf?source=legislation,,
15,"The Public Examinations (Prevention of Unfair Means) Bill, 2024",2024,Government,Ordinary Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Lok Sabha,,2024-02-05,2024-02-06,2024-02-09,12/02/2024,Assented,,,1,2024,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/15_2024_LS_E252024122603PM.pdf?source=legislation,,
XCV,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,EDUCATION,Rajya Sabha,A. A. Rahim Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/01_right of children_rahim-E29202465925PM.pdf?source=legislation,,
CIV,"The Kashmiri Pandits (Recourse, Restitution, Rehabilitation and Resettlement) Bill, 2022",2022,Private Member,Financial Bill,HOME AFFAIRS,Rajya Sabha,Vivek K. Tankha Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/04_Kashmiri Pandits_v tankha-E29202470447PM.pdf?source=legislation,,
XVIII,"The Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest (Amendment) Bill, 2023.",2023,Private Member,Ordinary Bill,FINANCE,Rajya Sabha,A. A. Rahim Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/03_Securitisation_rahim-E29202470017PM.pdf?source=legislation,,
XLIX,"The Witness Protection Bill, 2023",2023,Private Member,Financial Bill,HOME AFFAIRS,Rajya Sabha,S Niranjan Reddy Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/05_witness protection_niranjan-E29202470700PM.pdf?source=legislation,,
VIII,"The Constitution (Amendment) Bill, 2023 (amendment of article 371A)",2023,Private Member,Constitutional Amendment Bill,LAW AND JUSTICE,Rajya Sabha,A. A. Rahim Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/02_const_371A_rahim-E29202465948PM.pdf?source=legislation,,
LXVIII,"The Prevention of Cruelty to Animals (Amendment) Bill, 2023",2023,Private Member,Ordinary Bill,"fisheries, animal husbandry and dairying",Rajya Sabha,Saket Gokhale Shri,2024-02-02,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/07_prevention of Cruelty_saket-E29202470802PM.pdf?source=legislation,,
LXVI,"The Public Service Integrity Bill, 2023",2023,Private Member,Financial Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Rajya Sabha,Derek O' Brien Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/09_Public Service_Derek-E29202470901PM.pdf?source=legislation,,
LXV,"The Constitution (Amendment) Bill, 2023 (substitution of article 155, insertion of new article 156A and substitution of articles 200 and 201)",2023,Private Member,Constitutional Amendment Bill,HOME AFFAIRS,Rajya Sabha,Priyanka Chaturvedi Smt.,2024-02-02,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/11-Consti_155_156_priyanka-E29202471027PM.pdf?source=legislation,,
LXIV,"The Maternity Benefit for Women in the Unorganised Sector Bill, 2023",2023,Private Member,Financial Bill,LABOUR  AND  EMPLOYMENT,Rajya Sabha,K.R. Suresh Reddy Shri,2024-02-02,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/06_Maternity benefit_KRsuresh-E29202470731PM.pdf?source=legislation,,
LXII,"The Information Technology (Amendment) Bill, 2023",2023,Private Member,Ordinary Bill,ELECTRONICS AND INFORMATION TECHNOLOGY,Rajya Sabha,Derek O' Brien Shri,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/08_IT_Derek-E29202470826PM.pdf?source=legislation,,
XVI,"The Protection of Children from Sexual Offences (Amendment) Bill, 2024",2024,Private Member,Ordinary Bill,WOMEN AND CHILD DEVELOPMENT,Rajya Sabha,Fauzia Khan Dr.,2024-02-02,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/20_Posh_fauzia-E29202471632PM.pdf?source=legislation,,
XV,"The Indian Media Services (Regulation and Licensing) Bill, 2024",2024,Private Member,Financial Bill,INFORMATION AND BROADCASTING,Rajya Sabha,V. Sivadasan Dr.,2024-02-02,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/15_Indian Media_sivadasn-E29202471312PM.pdf?source=legislation,,
XIV,"The Prevention of Fraudulent Calls Bill, 2024",2024,Private Member,Ordinary Bill,COMMUNICATIONS AND INFORMATION TECHNOLOGY,Rajya Sabha,Fauzia Khan Dr.,2024-02-02,,,,Withdrawn,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/21_Fraudulant Calls_fauzia-E29202471653PM.pdf?source=legislation,,
